Application,Timestamp,Description,Flat UI,Speed vs Accuracy,Avg. num selectables in view,Max num selectables in view,Unique target,Selectable size,Target distance,Static or moving target,Arrangement,Reference Frame,Direction,Occlusion,Selection Technique,Hover feedback,Feedback immediacy,Locomotion allowed,X,Y,color
Tvori,https://youtu.be/Dm8liB5hsvI?t=12,3. Select from a closeby UI to the user,2D,accuracy,10-19,20+,yes,tiny,Peripersonal,static,grid,Environment,center,minimal,Grasp,yes,yes,yes,-13.151405,-9.430488,Green
Tvori,https://youtu.be/Dm8liB5hsvI?t=17,4. Touch a part of an object/mannequin to apply a color to it,3D,accuracy,20+,20+,no,small,Peripersonal,static,random,Environment,both,minimal,Touch,no,yes,yes,46.956,-1.2609556,Tomato
Tvori,https://youtu.be/Dm8liB5hsvI?si=SYWryN2xIQPmmtm1&t=47 ,5. Hover and hold a button to see more settings pop up,3D,accuracy,10-19,20+,no,small,Peripersonal,static,random,Environment,center,none,Hover,yes,no,yes,-12.872509,0.46683598,DarkTurquoise
Tvori,https://youtu.be/Dm8liB5hsvI?t=48,6. Select from a small circular UI ,2D,accuracy,3-9,3-9,yes,tiny,Peripersonal,static,circular,Environment,center,none,Release-to-select,yes,yes,no,10.893393,-28.988394,Blue
Tvori,https://youtu.be/Dm8liB5hsvI?t=71,7. Throw panel outside of the map to discard it,3D,speed,1-2,1-2,yes,large,Extrapersonal,static,random,Environment,periphery,none,Throw,no,no,no,33.157547,14.919558,DeepSkyBlue
AnimVR,https://youtu.be/-o1sV4xlqJQ?t=103 ,1. Select from a UI at a distance,2D,accuracy,3-9,3-9,yes,small,Extrapersonal,static,random,Environment,both,none,Point,yes,yes,yes,12.105507,12.745776,Red
AnimVR,https://youtu.be/-o1sV4xlqJQ?t=228 ,2. Select from a closeby UI ,2D,accuracy,20+,20+,yes,small,Peripersonal,static,grid,Environment,center,none,Point,yes,yes,yes,3.5878115,19.079306,Red
AnimVR,https://youtu.be/-o1sV4xlqJQ?t=374 ,5. Grasp object with both hands,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Grasp,yes,yes,yes,-19.160112,-11.6227,Green
AnimVR,https://youtu.be/-o1sV4xlqJQ?t=778 ,6. Hover over an area/components in the VE or interaction happening to record it and save it,3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,both,random,Environment,both,none,Hover,yes,yes,yes,-14.226227,2.631039,DarkTurquoise
AnimVR,https://youtu.be/-o1sV4xlqJQ?t=781 ,7. Select from a menu UI of saved work,2D,accuracy,10-19,20+,yes,large,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,yes,6.3360953,12.087161,Red
AnimVR,https://youtu.be/50foPhN1lHE?t=7 ,8. Select from an on hand UI ,2D,accuracy,3-9,3-9,yes,tiny,On-body,static,circular,Hand,center,none,Point,yes,yes,no,9.003021,34.47139,Red
Mindshow,https://youtu.be/4tibmHgBYqg?t=19,1. Selecting from a 2D UI menu alike,2D,accuracy,20+,20+,yes,medium,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,no,9.483613,11.301113,Red
Mindshow,https://youtu.be/4tibmHgBYqg?t=146,2. Select from a 2D UI that is on-hand,2D,accuracy,10-19,10-19,yes,small,On-body,both,grid,Hand,both,none,Point,yes,yes,no,9.287614,36.131287,Red
Mindshow,https://youtu.be/4tibmHgBYqg?t=195,4. Select 3D objects at a distance with a ray,3D,accuracy,1-2,20+,yes,medium,Extrapersonal,static,random,Environment,both,minimal,Point,yes,yes,no,-6.2010827,35.823025,Red
Mindshow,https://youtu.be/4tibmHgBYqg?t=488,5. Select 3D objects using grasp directly from the VE,3D,accuracy,1-2,3-9,yes,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-19.172215,-17.638838,Green
Mindshow,https://youtu.be/4tibmHgBYqg?t=1025,7. Select text input on a 2D Ui Keyboard,2D,accuracy,20+,20+,yes,small,Peripersonal,static,grid,Environment,both,minimal,Point,yes,yes,yes,3.9127176,18.751127,Red
Unreal Engine VR Mode,https://youtu.be/JKO9fEjNiio?si=UqSKEW9SncVdPQVK&t=19,1.Selection of VE objects by pointing at them and clicking,3D,equal,1-2,3-9,no,medium,Extrapersonal,static,random,Environment,center,minimal,Point,no,yes,yes,-5.493896,35.339607,Red
Unreal Engine VR Mode,https://youtu.be/JKO9fEjNiio?si=RvuRtLrEFZBGyIoP&t=24,2. Select gizmos on an object,3D,accuracy,3-9,3-9,no,small,Extrapersonal,static,grid,Environment,center,heavy,Point,yes,yes,yes,-9.227934,33.791767,Red
Unreal Engine VR Mode,https://youtu.be/JKO9fEjNiio?si=ZmOhPip1cLe52x65&t=29,3. Grasp object with two hands,3D,accuracy,1-2,3-9,no,medium,Extrapersonal,static,random,Environment,center,minimal,Point,no,yes,yes,-4.6351147,34.47645,Red
Unreal Engine VR Mode,https://youtu.be/JKO9fEjNiio?si=OOj3w-P_oBujZnQY&t=64,4. Select from a UI on hand,2D,accuracy,10-19,10-19,yes,small,On-body,static,grid,Hand,center,none,Point,no,yes,no,8.27578,35.87009,Red
Unreal Engine VR Mode,https://youtu.be/mee_6vlWZ8c?si=_N9GRZG1QQwdoCQ8&t=17 ,5. Grasp objects directly inside VE,3D,accuracy,10-19,10-19,no,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-18.604902,-14.386114,Green
Blocks (Google),https://youtu.be/g3Ek9Kka2oI?t=75 ,1. Select from an on-hand UI,2D,accuracy,3-9,3-9,yes,small,On-body,static,grid,Hand,both,none,Point,yes,yes,no,9.569819,34.702923,Red
Blocks (Google),https://youtu.be/AcU1MaR5GaU?t=503 ,2. Select objects in the VE through grasp,3D,accuracy,3-9,3-9,yes,medium,Peripersonal,static,random,Environment,both,none,Grasp,yes,yes,yes,-8.136284,-15.822478,Green
Blocks (Google),https://youtu.be/j1zJLPPiJpw?t=239 ,3. Select a part of an object with a tool,3D,accuracy,10-19,20+,no,medium,Peripersonal,static,random,Environment,both,none,Grasp,yes,yes,yes,-18.492085,-15.26579,Green
Blocks (Google),https://youtu.be/j1zJLPPiJpw?t=85 ,4. Select from the back of an on hand UI,2D,accuracy,20+,20+,yes,small,On-body,static,grid,Hand,both,none,Point,yes,yes,no,10.432704,35.05799,Red
Blocks (Google),https://youtu.be/j1zJLPPiJpw?t=816 ,5. Select parts of an object to color with a brush ,3D,accuracy,10-19,20+,yes,medium,Peripersonal,static,random,Environment,both,minimal,Touch,no,yes,yes,46.554626,-1.4495888,Tomato
Blocks (Google),https://youtu.be/j1zJLPPiJpw?t=122 ,6. Wave through an object to select it,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Model,yes,yes,yes,-11.078149,22.300516,SlateBlue
Blocks (Google),https://youtu.be/j1zJLPPiJpw?t=668 ,7. Select an object with an eraser to remove through touch,3D,equal,10-19,20+,no,medium,Peripersonal,static,random,Environment,both,minimal,Touch,no,yes,yes,46.474888,-1.2849896,Tomato
Medium (Adobe),https://youtu.be/qnTvoAzxnbM?t=114,"2. Select areas to adjust (e.g., smooth)",3D,equal,20+,20+,yes,small,Peripersonal,static,random,Environment,center,minimal,Point,no,yes,yes,-7.3243937,28.31446,Red
Medium (Adobe),https://youtu.be/qnTvoAzxnbM?t=1314,3. Select UIs attached to the hand,2D,accuracy,10-19,20+,yes,tiny,On-body,both,grid,Hand,both,minimal,Point,yes,yes,no,9.537223,35.99152,Red
Medium (Adobe),https://youtu.be/qnTvoAzxnbM?t=1736,4. Selection happens on a world UI with dropping (gravitated) cursor,2D,accuracy,20+,20+,yes,tiny,Peripersonal,both,grid,Environment,both,minimal,Point,yes,yes,yes,3.28276,18.591095,Red
Medium (Adobe),https://youtu.be/qnTvoAzxnbM?si=s2AUKRfHoAipfasL&t=1454 ,5. Select a component of the model via pointing,3D,equal,3-9,20+,yes,small,Extrapersonal,static,random,Environment,center,heavy,Point,yes,yes,yes,-8.423663,33.340286,Red
Medium (Adobe),https://youtu.be/qnTvoAzxnbM?t=1254,7. Select keys on a Keyboard,2D,equal,20+,20+,yes,small,Peripersonal,static,grid,Environment,center,none,Point,no,yes,yes,3.7915735,18.852472,Red
Masterpiece Studio Pro,https://youtu.be/Da27x64roQQ?si=YH6Zbb5CUlz_3w4x&t=9,1. Selection from a UI around the hand by pointing,2D,accuracy,10-19,10-19,yes,small,On-body,static,grid,Hand,center,none,Point,yes,yes,no,8.297535,35.861526,Red
Masterpiece Studio Pro,https://youtu.be/Da27x64roQQ?si=lkiYxI5g8HuvyPB_&t=1681,3. Point to the correct gradient color to be selected on a UI,2D,accuracy,1-2,1-2,yes,small,On-body,static,circular,Hand,center,none,Point,no,yes,no,8.3373,36.40513,Red
Masterpiece Studio Pro,https://youtu.be/Da27x64roQQ?si=9EpQTTVE5mY52Iz9&t=401 ,5. Grasp of a UI window,3D,equal,1-2,1-2,yes,medium,Peripersonal,static,grid,Environment,center,none,Grasp,yes,yes,no,-17.160908,-11.748302,Green
Masterpiece Studio Pro,https://youtu.be/odFO1WDsalk?si=WfhS7QQclMXu8tM9&t=98,7. Selection from a UI menu from a distance,2D,accuracy,10-19,10-19,yes,large,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,7.238068,9.793499,Red
Masterpiece Studio Pro,https://youtu.be/odFO1WDsalk?si=oJC8l24N6PBovHNf&t=203,8. Adding texture or modifying the created object by pointing at areas of the object,3D,accuracy,1-2,1-2,no,small,Peripersonal,static,random,Environment,both,none,Point,yes,yes,yes,-8.324373,28.606977,Red
Masterpiece Studio Pro,https://youtu.be/odFO1WDsalk?si=5zSmCJEvyTqHQj7n&t=1932,9. Selection of objects in the VE directly through grasping,3D,accuracy,10-19,10-19,no,medium,Peripersonal,static,random,Environment,both,none,Grasp,yes,yes,yes,-18.595467,-14.289763,Green
Masterpiece Studio Pro,https://youtu.be/Da27x64roQQ?t=234,2. Select a subcomponent of an object,3D,equal,20+,20+,yes,medium,Peripersonal,static,random,Environment,center,heavy,Model,yes,yes,yes,-10.774361,22.553328,SlateBlue
Masterpiece Studio Pro,https://youtu.be/Da27x64roQQ?t=392,3. Point at a world UI (including keyboard),2D,equal,3-9,20+,yes,small,Peripersonal,static,grid,Environment,both,minimal,Point,yes,yes,yes,4.0905356,18.94698,Red
Masterpiece Studio Pro,https://youtu.be/Da27x64roQQ?t=539,5. Point/surface selection in a 3D model,3D,accuracy,3-9,20+,yes,tiny,Peripersonal,static,random,Environment,both,heavy,Point,yes,yes,yes,-7.1095514,28.72463,Red
Kodon,https://youtu.be/cI_g9kNjUYw?t=392,1. Select from a UI in the environment,2D,accuracy,20+,20+,yes,small,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,no,6.5472364,15.669108,Red
Kodon,https://youtu.be/cI_g9kNjUYw?t=1510,3. Directly grasp objects in the application,3D,accuracy,1-2,3-9,no,small,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-18.27736,-18.361465,Green
Kingspray Graffiti,https://youtu.be/NceDJglm1OM?t=293 ,1. Point to a selected area on a wall/surfacae to apply a paint/change of color ,3D,accuracy,20+,20+,no,large,Peripersonal,static,random,Environment,both,minimal,Point,yes,yes,yes,-7.6511536,29.03946,Red
Kingspray Graffiti,https://youtu.be/NceDJglm1OM?t=279 ,2. Select from an on hand UI,2D,accuracy,20+,20+,yes,small,On-body,static,grid,Hand,center,none,Point,no,yes,no,8.793873,35.278866,Red
Kingspray Graffiti,https://youtu.be/NceDJglm1OM?t=245 ,3. Select from a phone on hand UI,2D,accuracy,3-9,3-9,yes,small,On-body,static,grid,Hand,center,none,Point,yes,yes,no,8.903393,34.700737,Red
Kingspray Graffiti,https://youtu.be/NceDJglm1OM?t=460 ,4. Select objects in the VE through grasping,3D,accuracy,1-2,1-2,yes,large,Peripersonal,static,random,Environment,both,none,Grasp,no,yes,yes,-19.959826,-11.942935,Green
Kingspray Graffiti,https://youtu.be/NceDJglm1OM?t=508 ,6. Select from a UI at a distance ,2D,accuracy,3-9,3-9,yes,large,Extrapersonal,static,list,Environment,both,none,Point,yes,yes,no,11.58872,11.587178,Red
SoundStage,https://youtu.be/ycVlSW8PwHo?t=39,1. Touch a UI in the world space,2D,equal,10-19,10-19,yes,small,Peripersonal,static,grid,Environment,both,none,Touch,yes,yes,yes,48.374,-7.5600495,Tomato
SoundStage,https://youtu.be/ycVlSW8PwHo?t=57,2. Key selection on a virtual piano,3D,accuracy,20+,20+,yes,small,Peripersonal,static,grid,Environment,both,minimal,Touch,no,yes,yes,47.134556,-1.7665572,Tomato
SoundStage,https://youtu.be/ycVlSW8PwHo?t=74,3. Touch a 3D menu,3D,equal,20+,20+,yes,medium,Peripersonal,static,grid,Environment,both,minimal,Touch,yes,yes,yes,47.203587,-1.7900424,Tomato
SoundStage,https://youtu.be/ycVlSW8PwHo?t=123,4. Turn on/off a switch,3D,equal,1-2,1-2,yes,tiny,Peripersonal,static,random,Environment,both,minimal,Manipulate-to-select,no,yes,yes,-15.240294,17.440756,MediumPurple
SoundStage,https://youtu.be/ycVlSW8PwHo?t=151,"5. Grab an object (e.g., disk, instrument) in the space",3D,equal,1-2,20+,yes,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-19.006516,-16.929493,Green
Mindesk,https://youtu.be/_kdZudCAXmg?t=39 ,1. Select from an on hand UI ,2D,accuracy,3-9,3-9,yes,small,On-body,static,list,Hand,center,none,Point,no,yes,no,8.273974,34.70092,Red
Mindesk,https://youtu.be/_kdZudCAXmg?t=90 ,2. Point to an object from the VE closeby or at distance to get more infor about it,3D,accuracy,3-9,3-9,yes,large,Extrapersonal,static,random,Environment,both,none,Point,no,yes,yes,-8.162199,33.851387,Red
Mindesk,https://youtu.be/_kdZudCAXmg?t=107 ,4. Point to an area with head gaze then click a button to take a picture,3D,accuracy,1-2,3-9,no,large,On-body,static,random,Head,both,none,Point,no,yes,yes,5.4080005,33.934208,Red
Mindesk,https://youtu.be/_kdZudCAXmg?t=169 ,5. Select a drawn stroke on a board,2D,accuracy,3-9,3-9,yes,medium,Peripersonal,static,random,Environment,both,none,Point,no,yes,yes,4.4948883,19.367977,Red
Mindesk,https://youtu.be/s_uMldRZPN0?t=12 ,7. Grasp the object with two hands,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-19.499418,-11.5423355,Green
Open Brush,https://youtu.be/V5dV-q2jf7o?si=DMpQBX5o-M7AT2q2&t=33,1. Selection from a UI panel around the hand by pointing,2D,accuracy,10-19,10-19,yes,small,On-body,static,grid,Hand,center,none,Point,yes,yes,no,8.751637,35.88668,Red
Open Brush,https://youtu.be/vUWaFcoFpbU?si=Q-7q3i_V5NXFxrgJ&t=13,3. Touch multiple objects/drawings in the VE to connect them,3D,equal,10-19,20+,no,medium,Peripersonal,static,random,Environment,both,minimal,Model,no,yes,yes,-10.892915,22.69197,SlateBlue
Open Brush,https://youtu.be/vUWaFcoFpbU?si=EiBSqLUrdq1QMk9Y&t=32,4. Grasping objects in VE,3D,equal,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,center,minimal,Grasp,yes,yes,yes,-21.301296,-11.95231,Green
Open Brush,https://youtu.be/LCbpzoMSboU?si=s6aNjZual5luvCN4&t=249,5. Selection from UI close to user,2D,accuracy,3-9,3-9,yes,small,Peripersonal,static,circular,Environment,center,none,Point,yes,yes,no,3.5451565,19.509645,Red
Open Brush,https://youtu.be/LCbpzoMSboU?si=lT4eYa1X-niQNR4y&t=245,6. Grabbing UI window,3D,accuracy,1-2,3-9,yes,medium,Peripersonal,static,grid,Environment,center,none,Grasp,yes,yes,no,-20.744173,-17.308905,Green
Quill,https://youtu.be/9hjL9brKELk?t=61,1. 2D UI attached to left hand for brush and settings,2D,accuracy,20+,20+,yes,small,On-body,moving,grid,Hand,center,none,Point,yes,yes,no,9.775847,35.309296,Red
Quill,https://youtu.be/a1qKaJMOASI?t=38,2. These UIs can also be detached from the hand and become environment-referenced,2D,accuracy,20+,20+,yes,small,Peripersonal,static,grid,Environment,center,none,Point,yes,yes,yes,3.8397746,18.704025,Red
Quill,https://youtu.be/w_cW0zB18LY?t=38,3. Point to a shape and press a button to copy it's color,3D,accuracy,3-9,20+,no,small,Peripersonal,static,random,Environment,center,minimal,Grasp,no,no,yes,-9.592366,-13.807446,Green
Quill,https://youtu.be/DuAgPdVlf10?t=24,5. Select multiple strokes with a resizable ball cursor selection tool by holding down trigger button,3D,accuracy,3-9,20+,no,small,Peripersonal,static,random,Environment,center,heavy,Model,no,yes,yes,-10.514391,22.451921,SlateBlue
Quill,https://youtu.be/FJ96JUaTMUk?t=12,6. Select an area with a grab tool,3D,accuracy,3-9,20+,no,medium,Peripersonal,static,random,Environment,center,heavy,Model,no,yes,yes,-10.486197,22.407938,SlateBlue
Quill,https://youtu.be/DYlO7OtUPLU?t=85,8. Type on a built-in keyboard,2D,accuracy,20+,20+,yes,tiny,Peripersonal,static,grid,Environment,center,none,Point,yes,yes,yes,3.825158,18.427889,Red
ShapesXR,https://youtu.be/n0B-uYQjLO4?t=16 ,1. Select from an on hand UI,2D,accuracy,20+,20+,yes,small,On-body,static,grid,Hand,center,none,Point,yes,yes,no,7.75135,35.36106,Red
ShapesXR,https://youtu.be/QUl1uehHnqA?t=109 ,3. Select bounding box area,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,both,none,Model,yes,yes,yes,-11.103247,22.274372,SlateBlue
ShapesXR,https://youtu.be/LCoeaDTWLDY?t=231 ,4. Select objects in the VE ,3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,random,Environment,both,none,Point,yes,yes,yes,-6.808864,29.093723,Red
ShapesXR,https://youtu.be/n0B-uYQjLO4?t=88 ,5. Grasp with two controllers,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,none,Grasp,no,yes,no,-19.300428,-12.099026,Green
ShapesXR,https://youtu.be/n0B-uYQjLO4?t=828 ,7. Select where to orient an object/shape through a manipulation based on pushing the correct circle based on rotation axis,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,circular,Environment,center,none,Grasp,no,yes,yes,-18.334925,-10.178521,Green
ShapesXR,https://youtu.be/psndknOEPak?t=35 ,8. Select an object to apply a color to through touch,3D,accuracy,3-9,3-9,no,small,Peripersonal,static,random,Environment,both,none,Touch,no,yes,yes,47.488136,-1.1492767,Tomato
ShapesXR,https://youtu.be/psndknOEPak?t=112 ,9. Release an item over a selected spot in the VE to place an item on hand into it,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Release-to-select,yes,yes,yes,11.305352,-30.435377,Blue
ShapesXR,https://youtu.be/ZeFFMRTrEOA?t=107 ,10. Touch objects while holding trigger to select objects,3D,accuracy,1-2,3-9,no,small,Peripersonal,static,random,Environment,both,none,Model,yes,yes,yes,-11.040679,22.498365,SlateBlue
ShapesXR,https://youtu.be/ZeFFMRTrEOA?si=BHBRsNLwOP4lgZEj&t=113,11. Throw an object away,3D,equal,1-2,1-2,no,large,Extrapersonal,static,random,Environment,both,none,Throw,no,yes,yes,34.350704,14.382947,DeepSkyBlue
ShapesXR,https://youtu.be/kofAtyA4X64?t=60 ,12. Select from a keyboard based UI,2D,accuracy,20+,20+,yes,small,Peripersonal,static,grid,Environment,both,none,Point,yes,yes,yes,3.9876914,18.908278,Red
Substance 3D Modeler,https://youtu.be/xRmYbZHpwvc?t=31,1. Hand-based menu,2D,equal,20+,20+,yes,small,On-body,both,grid,Hand,both,minimal,Point,yes,yes,no,9.544355,35.704098,Red
Substance 3D Modeler,https://youtu.be/HB9DtGnZO4g?t=11,2. Select componenets of a virtual object (character),3D,accuracy,10-19,20+,yes,small,Peripersonal,static,random,Environment,both,heavy,Point,no,yes,yes,-7.2389154,28.598814,Red
Substance 3D Modeler,https://youtu.be/HB9DtGnZO4g?t=16,"3. Select areas to adjust (e.g., distort)",3D,equal,20+,20+,yes,small,Peripersonal,static,random,Environment,center,minimal,Point,no,yes,yes,-7.2734523,28.333931,Red
Vermillion,https://youtu.be/0gyO0dT9EzU?si=ezxoZktV_wuhyaDS&t=94,1. Selection from an env referenced UI by pointing,2D,accuracy,10-19,10-19,yes,large,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,7.3183994,9.784449,Red
Vermillion,https://youtu.be/0gyO0dT9EzU?si=Ad64mLBwOqXXAPmh&t=192,2.Picking up objects in VE,3D,accuracy,10-19,10-19,yes,medium,Peripersonal,static,grid,Environment,both,none,Grasp,yes,yes,no,-16.74665,-12.17195,Green
Vermillion,https://youtu.be/0gyO0dT9EzU?si=KGnbNLqXl10Ix2kW&t=108,3. Pushing objects such as handles to adjust the height of the canvas,3D,accuracy,3-9,3-9,no,small,Peripersonal,static,random,Environment,center,minimal,Manipulate-to-select,yes,yes,no,-12.544072,17.310741,MediumPurple
Vermillion,https://youtu.be/0gyO0dT9EzU?si=y81uPCuw2kMyghpb&t=124,4. Grabbing a Pivot next to canvas to adjust it's dimensions,3D,accuracy,1-2,3-9,no,small,Peripersonal,static,random,Environment,center,none,Grasp,yes,yes,no,-20.472221,-19.736319,Green
Vermillion,https://youtu.be/0gyO0dT9EzU?si=JTO0-L40lO899LYs&t=141,5. Hovering hand over the canvas to create it,3D,accuracy,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,center,none,Hover,yes,yes,no,-13.153305,0.82376105,DarkTurquoise
