app,date,platform,link,scenario,ui,speed,num,max_num,unique,shape,size,distance,static,arrangement,rf,direction,occlusion,is_mechanic,selection_technique,hover,feedback,locomotion,X,Y,color
Masterpiece Studio Pro,November 2021,SteamVR,https://youtu.be/Da27x64roQQ?si=YH6Zbb5CUlz_3w4x&t=9,1. Selection from a UI around the hand by pointing,yes,accuracy,10-19,10-19,yes,UI elements,small,on-body,static,grid,hand,center,none,no,point,yes,yes,no,12.985429,-2.5406587,purple
Masterpiece Studio Pro,November 2021,SteamVR,https://youtu.be/Da27x64roQQ?si=lkiYxI5g8HuvyPB_&t=1681,3. Point to the correct gradient color to be selected on a UI,yes,accuracy,1-2,1-2,yes,UI elements,small,on-body,static,circular,hand,center,none,no,point,no,yes,no,11.36505,-1.766424,purple
Masterpiece Studio Pro,November 2021,SteamVR,https://youtu.be/odFO1WDsalk?si=lBssWpgiyOzhUGAT&t=356,4. Erasing parts of the object or smoothing them,no,accuracy,10-19,20+,no,VE objects,medium,peripersonal,static,random,env,both,minimal,no,touch,no,yes,yes,-1.7444565,41.33388,yellow
Masterpiece Studio Pro,November 2021,SteamVR,https://youtu.be/Da27x64roQQ?si=9EpQTTVE5mY52Iz9&t=401 ,5. Grasp of a UI window to move it,yes,equal,1-2,1-2,yes,UI window,medium,peripersonal,static,grid,env,center,none,no,grasp,yes,yes,no,-7.8089204,-12.267356,grey
Masterpiece Studio Pro,November 2021,SteamVR,https://youtu.be/Da27x64roQQ?si=AhP-fWqBAjGvlyLg&t=902,6. Selection of object's directional arrows to modify the object (i.e. scale it or move it),no,accuracy,3-9,3-9,no,axis arrows,small,peripersonal,static,random,env,both,minimal,no,manipulate,yes,yes,yes,19.392614,-21.87569,cyan
Masterpiece Studio Pro,November 2021,SteamVR,https://youtu.be/odFO1WDsalk?si=WfhS7QQclMXu8tM9&t=98,7. Selection from a UI menu from a distance,yes,accuracy,10-19,10-19,yes,UI elements,large,extrapersonal,static,grid,env,center,none,no,point,yes,yes,no,16.553185,5.9472814,purple
Masterpiece Studio Pro,November 2021,SteamVR,https://youtu.be/odFO1WDsalk?si=oJC8l24N6PBovHNf&t=203,8. Adding texture or modifying the created object by pointing at areas of the object,no,accuracy,1-2,1-2,no,textures,small,peripersonal,static,random,env,both,none,no,touch,yes,yes,yes,-11.9855,42.318935,red
Masterpiece Studio Pro,November 2021,SteamVR,https://youtu.be/odFO1WDsalk?si=5zSmCJEvyTqHQj7n&t=1932,9. Selection of objects in the VE directly through grasping,no,accuracy,10-19,10-19,no,VE objects,medium,peripersonal,static,random,env,both,none,no,grasp,yes,yes,yes,-20.04551,-14.409248,grey
Masterpiece Studio Pro,Jun 2023,Oculus,https://youtu.be/Da27x64roQQ?t=234,2. Select a subcomponent of an object,no,equal,20+,20+,yes,various,medium,peripersonal,static,random,env,center,heavy,no,grasp,yes,yes,yes,13.22155,-36.37214,cyan
Masterpiece Studio Pro,Jun 2023,Oculus,https://youtu.be/Da27x64roQQ?t=392,3. Point at a world UI (including keyboard),yes,equal,3-9,20+,yes,web UIs (including keyboard),small,extrapersonal,static,grid,env,both,minimal,no,point,yes,yes,yes,24.586643,1.3126955,green
Masterpiece Studio Pro,Jun 2023,Oculus,https://youtu.be/Da27x64roQQ?t=539,5. Point/surface selection in a 3D model,no,accuracy,3-9,20+,yes,poinit and surface,tiny,peripersonal,static,random,env,both,heavy,no,grasp,yes,yes,yes,5.4926796,-35.308556,cyan
Kodon,January 2021,SteamVR,https://youtu.be/cI_g9kNjUYw?t=392,1. Select from a UI in the environment,yes,accuracy,20+,20+,yes,text; icons,small,peripersonal,static,grid,env,both,none,no,point,yes,yes,no,12.661733,-8.305001,purple
Kodon,January 2021,SteamVR,https://youtu.be/cI_g9kNjUYw?t=449,2. Collide with mesh to select an area on it and modify it,no,accuracy,1-2,1-2,no,sphere,large,peripersonal,static,random,env,both,none,no,grasp,no,yes,yes,-21.00588,-12.604253,grey
Kodon,January 2021,SteamVR,https://youtu.be/cI_g9kNjUYw?t=1510,3. Directly grasp objects in the application,no,accuracy,1-2,3-9,no,various,small,peripersonal,static,random,env,both,minimal,no,grasp,no,yes,yes,-8.94581,-28.803333,orange
Kingspray Graffiti,December 2016,"Oculus, SteamVR",https://youtu.be/NceDJglm1OM?t=293 ,1. Point to a selected area on a wall/surfacae to apply a paint/change of color ,no,accuracy,20+,20+,no,various areas/objects/drawings,large,peripersonal,static,random,env,both,minimal,yes,point,yes,yes,yes,-0.5001436,5.154296,green
Kingspray Graffiti,December 2016,"Oculus, SteamVR",https://youtu.be/NceDJglm1OM?t=279 ,2. Select from an on hand UI,yes,accuracy,20+,20+,yes,UI elements,small,on-body,static,grid,hand,center,none,no,point,no,yes,no,15.6033325,-5.517796,purple
Kingspray Graffiti,December 2016,"Oculus, SteamVR",https://youtu.be/NceDJglm1OM?t=245 ,3. Select from a phone on hand UI,yes,accuracy,3-9,3-9,yes,"UI elements, phone icons, text",small,on-body,static,grid,hand,center,none,no,point,yes,yes,no,22.809639,-7.997204,green
Kingspray Graffiti,December 2016,"Oculus, SteamVR",https://youtu.be/NceDJglm1OM?t=460 ,4. Select objects in the VE through grasping,no,accuracy,1-2,1-2,yes,large wood box,large,peripersonal,static,random,env,both,none,yes,grasp,no,yes,yes,-22.064932,-10.812941,grey
Kingspray Graffiti,December 2016,"Oculus, SteamVR",https://youtu.be/NceDJglm1OM?t=508 ,6. Select from a UI at a distance ,yes,accuracy,3-9,3-9,yes,"UI elements, text,icons, images",large,extrapersonal,static,list,env,both,none,no,point,yes,yes,no,29.590761,-4.2331085,green
SoundStage,March 2017,"Oculus, SteamVR",https://youtu.be/ycVlSW8PwHo?t=39,1. Touch a UI in the world space,yes,equal,10-19,10-19,yes,square,small,peripersonal,static,grid,env,both,none,no,touch,yes,yes,yes,-4.826611,49.691517,yellow
SoundStage,March 2017,"Oculus, SteamVR",https://youtu.be/ycVlSW8PwHo?t=57,2. Key selection on a virtual piano,no,accuracy,20+,20+,yes,piano keys,small,peripersonal,static,grid,env,both,minimal,yes,touch,no,yes,yes,-2.0387118,47.00073,yellow
SoundStage,March 2017,"Oculus, SteamVR",https://youtu.be/ycVlSW8PwHo?t=74,3. Touch a 3D menu,yes,equal,20+,20+,yes,box shapes,medium,peripersonal,static,grid,env,both,minimal,no,touch,yes,yes,yes,-2.5740917,48.97286,yellow
SoundStage,March 2017,"Oculus, SteamVR",https://youtu.be/ycVlSW8PwHo?t=123,4. Turn on/off a switch,no,equal,1-2,1-2,yes,switcher,tiny,peripersonal,static,random,env,both,minimal,no,push,no,yes,yes,-24.029278,8.716677,pink
SoundStage,March 2017,"Oculus, SteamVR",https://youtu.be/ycVlSW8PwHo?t=151,"5. Grab an object (e.g., disk, instrument) in the space",no,equal,1-2,20+,yes,various,medium,peripersonal,static,random,env,both,minimal,no,grasp,yes,yes,yes,-10.442527,-28.907173,orange
Mindesk,October 2021,"Oculus, SteamVR, Viveport",https://youtu.be/_kdZudCAXmg?t=39 ,1. Select from an on hand UI ,yes,accuracy,3-9,3-9,yes,UI elements,small,on-body,static,list,hand,center,none,no,point,no,yes,no,22.752031,-9.46262,green
Mindesk,October 2021,"Oculus, SteamVR, Viveport",https://youtu.be/_kdZudCAXmg?t=90 ,2. Point to an object from the VE closeby or at distance to get more infor about it,no,accuracy,3-9,3-9,yes,various objects,large,extrapersonal,static,random,env,both,none,no,point,no,yes,yes,31.142935,-2.5225124,green
Mindesk,October 2021,"Oculus, SteamVR, Viveport",https://youtu.be/_kdZudCAXmg?t=145 ,3. Select a page or items to display based on arrows/sliders on a UI,yes,accuracy,1-2,1-2,yes,UI elements,small,on-body,static,list,hand,both,none,no,manipulate,yes,yes,no,-7.712891,-7.5950713,pink
Mindesk,October 2021,"Oculus, SteamVR, Viveport",https://youtu.be/_kdZudCAXmg?t=107 ,4. Point to an area with head gaze then click a button to take a picture,no,accuracy,1-2,3-9,no,various areas/objects,large,extrapersonal,static,random,env,both,none,no,manipulate,no,yes,yes,5.2573447,10.314846,orange
Mindesk,October 2021,"Oculus, SteamVR, Viveport",https://youtu.be/_kdZudCAXmg?t=169 ,5. Select a drawing in the VE to remove in erasing mode,no,accuracy,3-9,3-9,yes,various drawings,medium,peripersonal,static,random,env,both,none,no,point,no,yes,yes,21.522572,-18.266111,green
Mindesk,October 2021,"Oculus, SteamVR, Viveport",https://youtu.be/s_uMldRZPN0?t=12 ,7. Grasp the object with two hands to begin manipulating it,no,accuracy,1-2,1-2,yes,various objects,medium,peripersonal,static,random,env,center,none,no,grasp,no,yes,yes,-23.753029,-10.472117,grey
Open Brush,April 2021,"Oculus, SteamVR, Viveport",https://youtu.be/V5dV-q2jf7o?si=DMpQBX5o-M7AT2q2&t=33,1. Selection from a UI panel around the hand by pointing,yes,accuracy,10-19,10-19,yes,UI elements,small,on-body,static,grid,hand,center,none,no,point,yes,yes,no,12.984504,-2.5402145,purple
Open Brush,April 2021,"Oculus, SteamVR, Viveport",https://youtu.be/vUWaFcoFpbU?si=3yH6mOlTTlljW8SN&t=19,2. Select an arrow or slider to manipulate either objects or pages of the UI,yes,accuracy,1-2,3-9,yes,UI elements,medium,on-body,static,grid,hand,center,none,no,manipulate,yes,yes,no,9.035303,1.8688334,purple
Open Brush,April 2021,"Oculus, SteamVR, Viveport",https://youtu.be/vUWaFcoFpbU?si=Q-7q3i_V5NXFxrgJ&t=13,3. Select multiple objects/drawings in the VE to touch to connect,no,equal,10-19,20+,no,created objects,medium,peripersonal,static,random,env,both,minimal,yes,touch,no,yes,yes,-2.4298744,40.715313,yellow
Open Brush,April 2021,"Oculus, SteamVR, Viveport",https://youtu.be/vUWaFcoFpbU?si=EiBSqLUrdq1QMk9Y&t=32,4. Grasping objects in VE,no,equal,1-2,1-2,yes,VE objects,medium,peripersonal,static,random,env,center,minimal,no,grasp,yes,yes,yes,-24.433014,-11.933986,grey
Open Brush,April 2021,"Oculus, SteamVR, Viveport",https://youtu.be/LCbpzoMSboU?si=s6aNjZual5luvCN4&t=249,5. Selection from UI close to user,yes,accuracy,3-9,3-9,yes,UI elements,small,peripersonal,static,circular,env,center,none,no,grasp,yes,yes,no,8.018582,-25.288992,blue
Open Brush,April 2021,"Oculus, SteamVR, Viveport",https://youtu.be/LCbpzoMSboU?si=lT4eYa1X-niQNR4y&t=245,6. Grabbing UI window,yes,accuracy,1-2,3-9,yes,UI panel,medium,peripersonal,static,grid,env,center,none,no,grasp,yes,yes,no,-7.934929,-20.399216,orange
Quill,November 2016,Oculus,https://youtu.be/9hjL9brKELk?t=61,1. 2D UI attached to left hand for brush and settings,yes,accuracy,20+,20+,yes,UI panel,small,on-body,moving,grid,hand,center,none,no,point,yes,yes,no,16.465626,-4.183903,purple
Quill,November 2016,Oculus,https://youtu.be/a1qKaJMOASI?t=38,2. These UIs can also be detached from the hand and become environment-referenced,yes,accuracy,20+,20+,yes,UI panel,small,extrapersonal,static,grid,env,center,none,no,point,yes,yes,yes,20.49624,1.6256413,purple
Quill,November 2016,Oculus,https://youtu.be/w_cW0zB18LY?t=38,3. Point to a shape and press a button to copy it's color,no,accuracy,3-9,20+,no,drawn shape,small,peripersonal,static,random,env,center,minimal,no,point,no,no,yes,18.876507,-20.206215,green
Quill,November 2016,Oculus,https://youtu.be/w_cW0zB18LY?t=47,4. Drawing the strokes by holding down a button,no,accuracy,1-2,1-2,yes,area,large,peripersonal,static,random,env,both,minimal,no,manipulate,yes,yes,yes,-20.162754,-1.863489,pink
Quill,November 2016,Oculus,https://youtu.be/DuAgPdVlf10?t=24,5. Select multiple strokes with a resizable ball cursor selection tool by holding down trigger button,no,accuracy,3-9,20+,no,stroke,small,peripersonal,static,random,env,center,heavy,yes,grasp,no,yes,yes,11.317868,-35.929928,cyan
Quill,November 2016,Oculus,https://youtu.be/FJ96JUaTMUk?t=12,6. Select an area with a grab tool,no,accuracy,3-9,20+,no,stroke,medium,peripersonal,static,random,env,center,heavy,yes,grasp,no,yes,yes,11.404186,-36.06643,cyan
Quill,November 2016,Oculus,https://youtu.be/oRqcTlC-Bsk?t=6,7. Hover with a thinkness tool to continously select a stroke,no,accuracy,3-9,3-9,no,stroke,medium,peripersonal,static,random,env,center,minimal,yes,hover,yes,yes,yes,16.146023,-30.130772,cyan
Quill,November 2016,Oculus,https://youtu.be/DYlO7OtUPLU?t=85,8. Type on a built-in keyboard,yes,accuracy,20+,20+,yes,icon; text;,tiny,extrapersonal,static,grid,env,center,none,no,point,yes,yes,yes,20.117113,0.7078263,purple
ShapesXR,November 2021,Oculus,https://youtu.be/n0B-uYQjLO4?t=16 ,1. Select from an on hand UI,yes,accuracy,20+,20+,yes,"UI elements, text, icons, images",small,on-body,static,grid,hand,center,none,no,point,yes,yes,no,15.566095,-4.702186,purple
ShapesXR,November 2021,Oculus,https://youtu.be/QUl1uehHnqA?t=38 ,"2. Select buttons, arrows or slider to manipulate to control the items/pages displayed on UI for example",yes,accuracy,3-9,3-9,yes,"UI elements, UI pages, UI items display",small,on-body,static,grid,hand,center,none,no,manipulate,yes,yes,no,23.594072,-8.461457,green
ShapesXR,November 2021,Oculus,https://youtu.be/QUl1uehHnqA?t=109 ,3. Select objects to change their scale/position or layout through manipulation with pointing,no,accuracy,1-2,1-2,yes,various objects in the VE,small,peripersonal,static,random,env,both,none,no,manipulate,yes,yes,yes,-21.662134,-2.216391,pink
ShapesXR,November 2021,Oculus,https://youtu.be/LCoeaDTWLDY?t=231 ,4. Select objects in the VE ,no,accuracy,3-9,3-9,yes,various objects in the VE,small,peripersonal,static,random,env,both,none,no,point,yes,yes,yes,20.909945,-18.451595,green
ShapesXR,November 2021,Oculus,https://youtu.be/n0B-uYQjLO4?t=88 ,5. Grasp with two controllers to start manipulating the object,no,accuracy,1-2,1-2,yes,various objects in the VE,medium,peripersonal,static,random,env,both,none,no,manipulate,no,yes,no,-21.610725,0.015484789,pink
ShapesXR,November 2021,Oculus,https://youtu.be/n0B-uYQjLO4?t=828 ,7. Select where to orient an object/shape through a manipulation based on pushing the correct circle based on rotation axis,no,accuracy,1-2,1-2,yes,various objects,medium,peripersonal,static,circular,env,center,none,no,manipulate,no,yes,yes,-3.854365,-10.289136,purple
ShapesXR,November 2021,Oculus,https://youtu.be/psndknOEPak?t=35 ,8. Select an object to apply a color to through touch,no,accuracy,3-9,3-9,no,various objects,small,peripersonal,static,random,env,both,none,no,touch,no,yes,yes,2.2002478,46.344448,yellow
ShapesXR,November 2021,Oculus,https://youtu.be/psndknOEPak?t=112 ,9. Release an item over a selected spot in the VE to place an item on hand into it,no,accuracy,1-2,1-2,yes,"area, highlighted zone to place the item in",small,peripersonal,static,random,env,center,none,no,hover,yes,yes,yes,-25.4733,-7.928009,grey
ShapesXR,November 2021,Oculus,https://youtu.be/ZeFFMRTrEOA?t=107 ,10. Touch objects while holding trigger to select objects,no,accuracy,1-2,3-9,no,various objects,small,peripersonal,static,random,env,both,none,no,touch,yes,yes,yes,-0.5784377,38.363728,yellow
ShapesXR,November 2021,Oculus,https://youtu.be/ZeFFMRTrEOA?si=BHBRsNLwOP4lgZEj&t=113,11. Throw an object away,no,equal,1-2,1-2,no,various areas/objects,large,extrapersonal,static,random,env,both,none,no,throw,no,yes,yes,-16.089664,33.091225,red
ShapesXR,November 2021,Oculus,https://youtu.be/kofAtyA4X64?t=60 ,12. Select from a keyboard based UI,yes,accuracy,20+,20+,yes,keyboard/ui elements,small,peripersonal,static,grid,env,both,none,no,point,yes,yes,yes,12.976885,-8.9943075,purple
Substance 3D Modeler,December 2022,"Oculus, Steam",https://youtu.be/xRmYbZHpwvc?t=31,1. Hand-based menu,yes,equal,20+,20+,yes,rectangle,small,on-body,both,grid,hand,both,minimal,no,point,yes,yes,no,19.464285,-3.8767378,purple
Substance 3D Modeler,December 2022,"Oculus, Steam",https://youtu.be/HB9DtGnZO4g?t=11,2. Select componenets of a virtual object (character),no,accuracy,10-19,20+,yes,various,small,peripersonal,static,random,env,both,heavy,no,grasp,no,yes,yes,-7.0617633,-29.610939,orange
Substance 3D Modeler,December 2022,"Oculus, Steam",https://youtu.be/HB9DtGnZO4g?t=16,"3. Select areas to adjust (e.g., distort)",no,equal,20+,20+,yes,various,small,peripersonal,static,random,env,center,minimal,no,touch,no,yes,yes,-0.28627712,44.068127,yellow
Vermillion,July 2021,"Oculus, Steam, VivePort",https://youtu.be/0gyO0dT9EzU?si=ezxoZktV_wuhyaDS&t=94,1. Selection from an env referenced UI by pointing,yes,accuracy,10-19,10-19,yes,UI elements,large,extrapersonal,static,grid,env,center,none,no,point,yes,yes,no,16.553148,5.9461393,purple
Vermillion,July 2021,"Oculus, Steam, VivePort",https://youtu.be/0gyO0dT9EzU?si=Ad64mLBwOqXXAPmh&t=192,2.Picking up objects in VE,no,accuracy,10-19,10-19,yes,Painting brushes and objects,medium,peripersonal,static,grid,env,both,none,no,grasp,yes,yes,no,-6.174558,-13.489394,blue
Vermillion,July 2021,"Oculus, Steam, VivePort",https://youtu.be/0gyO0dT9EzU?si=KGnbNLqXl10Ix2kW&t=108,3. Pushing objects such as handles to adjust the height of the canvas,no,accuracy,3-9,3-9,no,handles,small,peripersonal,static,random,env,center,minimal,yes,manipulate,yes,yes,no,20.5336,-22.027908,cyan
Vermillion,July 2021,"Oculus, Steam, VivePort",https://youtu.be/0gyO0dT9EzU?si=y81uPCuw2kMyghpb&t=124,4. Grabbing a Pivot next to canvas to adjust it's dimensions,no,accuracy,1-2,3-9,no,handles,small,peripersonal,static,random,env,center,none,yes,manipulate,yes,yes,no,2.1154394,5.592812,orange
Vermillion,July 2021,"Oculus, Steam, VivePort",https://youtu.be/0gyO0dT9EzU?si=JTO0-L40lO899LYs&t=141,5. Hovering hand over the canvas to create it,yes,accuracy,1-2,1-2,yes,canvas,medium,peripersonal,static,random,env,center,none,yes,hover,yes,yes,no,-25.676125,-5.899387,grey
Vermillion,July 2021,"Oculus, Steam, VivePort",https://youtu.be/0gyO0dT9EzU?si=ukPg0MIVt3c2X7rm&t=590,6. Applying paint over desired areas of canvas by touch,no,equal,1-2,20+,no,"area, various parts on the painting surface",medium,peripersonal,static,random,env,both,none,yes,touch,no,yes,no,-2.547657,39.43982,red
Vermillion,July 2021,"Oculus, Steam, VivePort",https://youtu.be/0gyO0dT9EzU?si=HtJtv5PKxmcTBzQr&t=196,7. Putting the brushes and painting objecfts back to their original place by hovering the object over it,no,accuracy,1-2,10-19,yes,brush's place on a brush shelf,medium,peripersonal,static,grid,env,center,none,yes,hover,yes,yes,no,-4.851413,-11.866985,grey
Vermillion,July 2021,"Oculus, Steam, VivePort",https://youtu.be/0gyO0dT9EzU?si=bQziLd5hcSWWNEl7&t=287,8. Selection of a slider to change the intensity of picture on canvas,no,accuracy,1-2,1-2,yes,slider,small,peripersonal,static,grid,env,center,none,no,grasp,yes,yes,no,-6.766765,-12.231282,grey
Vermillion,July 2021,"Oculus, Steam, VivePort",https://youtu.be/0gyO0dT9EzU?si=Zz60sV8vzrxypIgO&t=681,9. Cleaning some part of a painting using a piece of cloth with touch,no,accuracy,1-2,3-9,yes,piece of cloth,small,peripersonal,static,random,env,center,none,yes,touch,no,yes,no,-1.4886414,37.786053,yellow
Painting VR,April 2022,"Oculus, SteamVR",https://youtu.be/0hYoHvPD-Tg?t=95 ,1. Grasp items directly from the VE,no,accuracy,3-9,10-19,yes,various painting tools,small,peripersonal,static,random,env,both,minimal,yes,grasp,yes,yes,yes,7.043766,-35.187515,cyan
Painting VR,April 2022,"Oculus, SteamVR",https://youtu.be/0hYoHvPD-Tg?t=121 ,"2. Hover over a selected paint surface either with a paint bucket/hand, etc. to mix or apply paint",no,accuracy,1-2,1-2,yes,"area, various parts on the painting surface",medium,peripersonal,static,random,env,both,none,yes,hover,no,yes,yes,-23.285528,-5.868022,grey
